title,year,length,budget,rating,votes,Action,Animation,Comedy,Drama,Documentary,Romance,Short,Genre
L.A. Confidential,1997,138,35000000,8.4,69600,0,0,0,1,0,0,0,Drama
L.A. Knights,2003,20,15000,2.5,15,0,0,0,0,0,0,1,Short
L.A. Twister,2004,92,450000,6.4,99,0,0,1,0,0,0,0,Comedy
LD 50 Lethal Dose,2003,97,8000000,5,88,0,0,0,0,0,0,0,0
La Cucaracha,1934,20,50000,6.2,21,0,0,0,0,0,0,1,Short
Labyrinth,1986,101,25000000,7,12661,0,0,0,0,0,0,0,0
Lady Be Good,1941,112,863460,6.6,80,0,0,1,0,0,0,0,Comedy
Lady Windermere's Fan,1925,89,320000,7.8,77,0,0,1,1,0,0,0,Comedy
Lady and the Tramp,1955,75,4000000,7.4,6952,0,1,1,1,0,1,0,Animation
"Lady from Shanghai, The",1947,79,2000000,7.6,2377,0,0,0,1,0,0,0,Drama
Lady in White,1988,112,4700000,6.7,656,0,0,0,0,0,0,0,0
Lady of the Lake,1998,82,60000,3.9,46,0,0,0,0,0,0,0,0
Ladyhawke,1985,121,20000000,6.8,7090,0,0,0,0,0,1,0,Romance
"Ladykillers, The",2004,104,35000000,6.4,10580,0,0,1,0,0,0,0,Comedy
"Lair of the White Worm, The",1988,93,2500000,5.4,1716,0,0,0,0,0,0,0,0
Lake Placid,1999,82,27000000,5.2,7836,1,0,1,0,0,0,0,Action
Lana's Rain,2002,107,215000,7.1,56,0,0,0,1,0,0,0,Drama
"Land Before Time, The",1988,70,12300000,6.4,3630,0,1,0,1,0,0,0,Animation
"Land of College Prophets, The",2005,83,80000,6.5,25,1,0,0,0,0,0,0,Action
Land of the Pharaohs,1955,105,2900000,6.3,423,0,0,0,1,0,0,0,Drama
Lara Croft Tomb Raider: The Cradle of Life,2003,117,90000000,5.2,9103,1,0,0,0,0,0,0,Action
Lara Croft: Tomb Raider,2001,100,80000000,5.2,21861,1,0,0,0,0,0,0,Action
Las Vegas Weekend,1986,83,2000000,1.1,10,0,0,1,0,0,0,0,Comedy
Lashou shentan,1992,131,4500000,7.9,6568,1,0,0,1,0,0,0,Action
Last Action Hero,1993,130,60000000,5.4,15266,1,0,1,0,0,0,0,Action
"Last Big Attraction, The",1999,90,60000,2.6,23,0,0,1,0,0,1,0,Comedy
Last Breeze of Summer,1991,30,60000,7.6,5,0,0,0,1,0,0,1,Drama
"Last Broadcast, The",1998,86,0,5.7,967,0,0,0,0,0,0,0,0
"Last Castle, The",2001,131,60000000,6.4,7233,1,0,0,1,0,0,0,Action
Last Chair,2003,30,25000,9,12,0,0,0,0,0,0,1,Short
"Last Chase, The",1981,101,4900000,4.3,147,0,0,0,0,0,0,0,0
"Last Days of Pompeii, The",1935,96,1000000,6.5,106,0,0,0,1,0,0,0,Drama
"Last Dragon, The",1985,109,10000000,5.6,1343,1,0,0,1,0,0,0,Action
"Last Emperor, The",1987,219,25000000,7.7,9507,0,0,0,1,0,0,0,Drama
"Last Full Measure, The",2004,18,50000,7.5,19,0,0,0,1,0,0,1,Drama
"Last Horror Film, The",1982,87,2000000,3.9,111,0,0,0,0,0,0,0,0
"Last Horror Movie, The",2003,80,780000,5.2,409,0,0,0,0,0,0,0,0
"Last House on the Left, The",1972,85,87000,5.5,2522,0,0,0,0,0,0,0,0
Last Man Standing,1996,101,67000000,5.7,6751,1,0,0,1,0,0,0,Action
"Last Movie, The",1971,108,1000000,3.9,145,0,0,0,1,0,0,0,Drama
Last Orders,2001,109,12000000,7.1,1583,0,0,0,1,0,0,0,Drama
Last Party 2000,2001,90,1000000,6.3,205,0,0,0,0,1,0,0,Documentary
"Last Patrol, The",2000,95,8200000,2.9,236,1,0,0,1,0,0,0,Action
"Last Picture Show, The",1971,118,1300000,8,5340,0,0,0,1,0,0,0,Drama
"Last Resort, The",1997,86,5000000,5,62,1,0,0,0,0,0,0,Action
"Last Rung On the Ladder, The",1987,12,1500,5.5,6,0,0,0,1,0,0,1,Drama
"Last Samurai, The",2003,154,100000000,7.9,31668,1,0,0,1,0,0,0,Action
"Last Seduction, The",1994,110,2500000,7.2,4157,0,0,0,1,0,0,0,Drama
"Last Soviet Movie, The",2003,80,3500000,7.6,6,1,0,1,0,0,0,0,Action
"Last Stagecoach West, The",1957,87,150000,6.3,9,0,0,0,0,0,0,0,0
"Last Starfighter, The",1984,101,15000000,6.2,4890,1,0,1,0,0,0,0,Action
"Last Temptation of Christ, The",1988,164,7000000,7.5,8074,0,0,0,1,0,0,0,Drama
"Last Time I Committed Suicide, The",1997,92,4000000,5.3,530,0,0,0,1,0,0,0,Drama
"Last Time I Saw Archie, The",1961,98,2000000,5.7,73,0,0,1,0,0,0,0,Comedy
Last Word,2002,16,8500,8,6,0,0,0,1,0,0,1,Drama
"Last of the Mohicans, The",1992,117,40000000,7.5,15293,0,0,0,1,0,1,0,Drama
Late Bloomer,2004,13,12000,9,6,0,0,0,0,0,0,1,Short
Late Veracity,2002,20,50000,8,5,0,0,0,1,0,0,1,Drama
Latter Days,2003,107,850000,7.3,1396,0,0,1,1,0,1,0,Comedy
Laughing Dead,1998,85,200000,7.6,22,0,0,0,0,0,0,0,0
Lawn Dogs,1997,101,8000000,7.5,1856,0,0,0,1,0,0,0,Drama
"Lawnmower Man, The",1987,12,5000,5.6,17,0,0,0,0,0,0,1,Short
"Lawnmower Man, The",1992,140,10000000,5,5799,1,0,0,0,0,0,0,Action
Lawrence of Arabia,1962,227,15000000,8.6,31230,0,0,0,1,0,0,0,Drama
Laws of Attraction,2004,90,28000000,5.7,2349,0,0,1,0,0,1,0,Comedy
Laws of Gravity,1992,100,38000,6.5,283,0,0,0,1,0,0,0,Drama
"League of Extraordinary Gentlemen, The",2003,110,78000000,5.4,15647,1,0,0,0,0,0,0,Action
"League of Their Own, A",1992,128,40000000,6.9,14318,0,0,1,1,0,0,0,Comedy
"Learning Curve, The",2001,113,1000000,5.2,177,0,0,0,1,0,0,0,Drama
Leather Jacket Love Story,1997,85,67000,6.1,110,0,0,0,1,0,1,0,Drama
Leather and Iron,2002,90,650000,5.5,6,1,0,0,1,0,0,0,Action
Leave It!,2002,28,30000,8.8,10,0,0,1,1,0,1,1,Comedy
Leaving Las Vegas,1995,111,4000000,7.5,18027,0,0,0,1,0,1,0,Drama
Leftenan Adnan,2000,127,8000000,7.6,16,0,0,0,0,0,1,0,Romance
"Legacy, The",1978,102,2500000,5,241,0,0,0,0,0,0,0,0
Legal Eagles,1986,116,35000000,5.6,2132,0,0,1,0,0,1,0,Comedy
Legally Blonde,2001,96,18000000,6.4,17572,0,0,1,0,0,0,0,Comedy
"Legally Blonde 2: Red, White & Blonde",2003,95,45000000,4.4,6293,0,0,1,0,0,0,0,Comedy
Legend,1985,89,25000000,6.1,7744,0,0,0,0,0,1,0,Romance
"Legend of Bagger Vance, The",2000,126,60000000,6.4,7123,0,0,1,1,0,1,0,Comedy
"Legend of Blood Mountain, The",1965,65,750000,1.1,19,0,0,1,0,0,0,0,Comedy
"Legend of Boggy Creek, The",1973,85,100000,4.3,273,0,0,0,1,0,0,0,Drama
"Legend of Razorback, The",2002,25,50000,5.1,29,0,0,1,0,0,0,1,Comedy
"Legend of the Lone Ranger, The",1981,98,18000000,4.3,307,0,0,0,0,0,0,0,0
Legend of the Lost,1957,109,1750000,4.8,195,0,0,0,0,0,0,0,0
Legend of the Mummy,1997,96,2000000,2.4,257,0,0,0,0,0,0,0,0
Legends of the Fall,1994,133,30000000,6.7,13327,0,0,0,1,0,1,0,Drama
"Leggenda del pianista sull'oceano, La",1998,120,9000000,7.6,3599,0,0,0,1,0,0,0,Drama
Legion of the Dead,2001,92,2700000,3.4,374,0,0,1,0,0,0,0,Comedy
Legion of the Night,1995,85,80000,4,27,1,0,0,0,0,0,0,Action
Legionnaire,1998,98,35000000,4.5,1773,1,0,0,0,0,0,0,Action
Lemony Snicket's A Series of Unfortunate Events,2004,108,125000000,6.7,8402,0,0,1,0,0,0,0,Comedy
"Lengua asesina, La",1996,98,4000000,4,244,0,0,1,0,0,0,0,Comedy
Leprechaun,1993,92,900000,3.6,2288,0,0,1,0,0,0,0,Comedy
Leprechaun 2,1994,86,2000000,3.6,648,0,0,1,0,0,0,0,Comedy
Less Like Me,2004,121,30000,7.6,25,0,0,1,1,0,0,0,Comedy
Lethal Weapon,1987,117,15000000,7.5,20041,1,0,1,0,0,0,0,Action
Lethal Weapon 4,1998,127,140000000,6.3,17758,1,0,1,0,0,0,0,Action
Levity,2003,100,7500000,6.4,1459,0,0,0,1,0,0,0,Drama
Leylasede,1995,100,700000,6.6,29,0,0,0,1,0,0,0,Drama
Lian ai zhong de Bao Bei,2004,95,5000000,5.4,38,0,0,0,0,0,0,0,0
Lianna,1983,110,300000,6.9,258,0,0,0,1,0,0,0,Drama
Liar Liar,1997,86,45000000,6.5,22969,0,0,1,0,0,0,0,Comedy
Libera me,2000,119,4000000,6.4,58,1,0,0,1,0,0,0,Action
Liberata Me,2002,27,66000,6.7,15,0,0,0,1,0,0,1,Drama
Liberty Bound,2004,90,100000,4.7,60,0,0,0,0,1,0,0,Documentary
Liberty Stands Still,2002,92,11000000,5.6,1560,0,0,0,1,0,0,0,Drama
Licence to Kill,1989,133,40000000,6.2,8523,1,0,0,0,0,0,0,Action
License Exam,2004,2,1000,7,6,0,0,0,0,0,0,1,Short
License to Drive,1988,88,8000000,5.3,2163,0,0,1,0,0,0,0,Comedy
Life,1999,108,75000000,5.8,4857,0,0,1,1,0,0,0,Comedy
"Life Aquatic with Steve Zissou, The",2004,118,25000000,7.3,9170,0,0,1,1,0,0,0,Comedy
"Life Less Ordinary, A",1997,103,12000000,6.4,8209,0,0,1,1,0,1,0,Comedy
"Life and Times of MC Beer Bong, The",2004,85,1000,8.8,6,0,0,1,0,0,0,0,Comedy
Life as a House,2001,127,18000000,7.5,7696,0,0,1,1,0,0,0,Comedy
Life in Bed,2003,75,750000,8.3,6,0,0,1,0,0,0,0,Comedy
Life of Brian,1979,94,4000000,8.1,33325,0,0,1,0,0,0,0,Comedy
"Life of David Gale, The",2003,130,50000000,7.1,10580,0,0,0,1,0,0,0,Drama
"Life of Jimmy Dolan, The",1933,89,202000,5.4,36,0,0,0,1,0,1,0,Drama
Lifeforce,1985,101,25000000,5.6,2071,0,0,0,0,0,0,0,0
Light It Up,1999,99,13000000,5.7,856,0,0,0,1,0,0,0,Drama
Light Sleeper,1992,103,5000000,6.8,742,0,0,0,1,0,0,0,Drama
Light in the Piazza,1962,102,553280,6.5,162,0,0,0,1,0,1,0,Drama
Lightning Over Braddock: A Rustbowl Fantasy,1988,80,54000,5.8,9,0,0,0,0,1,0,0,Documentary
Lightning Over Water,1980,116,700000,6.7,132,0,0,0,1,1,0,0,Drama
Lights of New York,1928,57,75000,5,61,0,0,0,1,0,0,0,Drama
Like Mike,2002,99,30000000,4.9,1484,0,0,1,0,0,0,0,Comedy
Lilies of the Field,1963,94,240000,7.6,1391,0,0,1,1,0,0,0,Comedy
Lilo & Stitch,2002,86,80000000,7.3,10944,0,1,1,1,0,0,0,Animation
Limbo,1999,126,8300000,7.1,2063,0,0,0,1,0,0,0,Drama
"Limey, The",1999,89,9000000,7.2,7732,0,0,0,1,0,0,0,Drama
"Line of Masculinity, The",2003,4,1000,8.2,10,0,0,1,0,0,0,1,Comedy
"Lion King, The",1994,89,79300000,7.8,32924,0,1,1,0,0,0,0,Animation
Lionheart,1990,105,2500000,5.1,2123,1,0,0,0,0,0,0,Action
Liquid Lips,1976,73,12000,5.7,11,1,0,0,0,0,0,0,Action
"List of Adrian Messenger, The",1963,98,3000000,7,642,0,0,0,1,0,0,0,Drama
Lithivm,1998,127,500000,3.3,117,0,0,0,0,0,0,0,0
"Little American, The",1917,80,166949,7.1,20,0,0,0,1,0,0,0,Drama
Little Black Book,2004,111,35000000,4.7,1894,0,0,1,1,0,1,0,Comedy
Little Boy Lost,1978,90,395000,4.9,18,0,0,0,1,0,0,0,Drama
Little Fugitive,1953,80,30000,7.7,235,0,0,0,1,0,0,0,Drama
"Little Giant, The",1933,76,197000,6.8,63,0,0,1,0,0,0,0,Comedy
"Little Minister, The",1934,110,650000,6.4,111,0,0,0,1,0,0,0,Drama
Little Nellie Kelly,1940,98,665300,6.4,73,0,0,0,0,0,0,0,0
Little Nicky,2000,90,80000000,4.9,9485,0,0,1,0,0,1,0,Comedy
Little Odessa,1994,98,2300000,6.5,1222,0,0,0,1,0,0,0,Drama
Little Secrets,2001,97,2500000,6.9,457,0,0,0,1,0,0,0,Drama
Little Shop of Horrors,1986,94,30000000,6.4,8911,0,0,1,0,0,0,0,Comedy
"Little Shop of Horrors, The",1960,70,27000,6.2,1988,0,0,1,0,0,0,0,Comedy
"Little Vampire, The",2000,91,22000000,5.6,601,0,0,1,0,0,0,0,Comedy
Little Women,1933,117,424000,7.4,989,0,0,0,1,0,1,0,Drama
"Littlest Cowboy, The",2003,19,10000,7.5,13,0,0,1,0,0,0,1,Comedy
Live and Let Die,1973,121,7000000,6.6,8022,1,0,0,0,0,0,0,Action
Livers Ain't Cheap,1997,89,2500000,4.5,81,0,0,0,0,0,0,0,0
"Living Daylights, The",1987,130,30000000,6.4,7495,1,0,0,0,0,0,0,Action
Living In Missouri,2001,90,10000,8.2,14,0,0,1,1,0,0,0,Comedy
Living Life,2004,88,150000,3.5,30,0,0,0,1,0,0,0,Drama
Living Out Loud,1998,103,12000000,6.5,1774,0,0,1,1,0,1,0,Comedy
Living and Dining,2003,92,100000,9,5,0,0,1,1,0,0,0,Comedy
Lizzie,2001,87,500000,9,6,0,0,0,0,0,0,0,0
"Lizzie McGuire Movie, The",2003,94,17000000,5,2541,0,0,1,0,0,0,0,Comedy
Llamada de apareamiento,2004,3,2000,6.4,15,0,0,1,0,0,0,1,Comedy
Loaded Weapon 1,1993,84,13000000,5.4,6485,1,0,1,0,0,0,0,Action
"Lobo Paramilitary Christmas Special, The",2002,13,2400,3.5,35,1,0,1,0,0,0,1,Action
Logan's Run,1976,120,9000000,6.5,5441,1,0,0,0,0,0,0,Action
Lolita,1962,152,2000000,7.6,9150,0,0,1,1,0,1,0,Comedy
Lolita,1997,137,58000000,6.8,5757,0,0,0,1,0,1,0,Drama
Lone Star,1996,135,5000000,7.7,8518,0,0,0,1,0,0,0,Drama
Lone Wolf McQuade,1983,105,5000000,5.4,721,1,0,0,1,0,0,0,Action
Lonelyland,2002,15,7000,4.2,12,0,0,0,0,0,0,1,Short
Lonesome Jim,2005,91,500000,4.1,96,0,0,0,1,0,0,0,Drama
"Long Gray Line, The",1955,138,1748000,6.9,364,0,0,0,1,0,0,0,Drama
"Long Kiss Goodnight, The",1996,120,65000000,6.5,12516,1,0,0,1,0,0,0,Action
"Long Riders, The",1980,99,10000000,7,1190,0,0,0,0,0,0,0,0
"Longest Day, The",1962,180,8000000,7.7,6517,1,0,0,1,0,0,0,Action
Look Who's Talking,1989,93,7500000,5.5,10847,0,0,1,0,0,1,0,Comedy
Lookin' to Get Out,1982,105,17000000,3.6,83,0,0,1,0,0,0,0,Comedy
Looking Out,2002,15,42000,9.4,10,0,0,1,0,0,1,1,Comedy
Looney Tunes: Back in Action,2003,91,80000000,6.1,2559,1,1,1,0,0,0,0,Action
"Lord of the Rings, The",1978,132,8000000,5.8,5734,0,1,0,0,0,0,0,Animation
"Lord of the Rings: The Fellowship of the Ring, The",2001,208,93000000,8.8,157608,1,0,0,0,0,0,0,Action
"Lord of the Rings: The Return of the King, The",2003,251,94000000,9,103631,1,0,0,0,0,0,0,Action
"Lord of the Rings: The Two Towers, The",2002,223,94000000,8.8,114797,1,0,0,0,0,0,0,Action
Lorna,1964,78,60000,4.9,138,0,0,0,1,0,0,0,Drama
Loser,1996,85,38000,7.2,70,0,0,0,1,0,0,0,Drama
Loser,2000,92,20000000,5.1,5152,0,0,1,0,0,1,0,Comedy
Losin' It,1983,100,7000000,4.5,645,0,0,1,0,0,0,0,Comedy
Losing Isaiah,1995,111,17000000,6.1,794,0,0,0,1,0,0,0,Drama
Losing Lois Lane,2004,20,6000,7.1,24,0,0,1,0,0,0,1,Comedy
"Loss of Sexual Innocence, The",1999,106,4000000,5.3,977,0,0,0,1,0,0,0,Drama
Lost Boundaries,1949,99,250000,6.9,15,0,0,0,1,0,0,0,Drama
Lost Highway,1997,135,15000000,7.3,15936,0,0,0,1,0,0,0,Drama
Lost Horizon,1937,118,2000000,7.7,2103,0,0,0,1,0,0,0,Drama
Lost Horizon,1973,150,12000000,4.4,436,0,0,0,1,0,1,0,Drama
"Lost Patrol, The",1934,66,254000,7.4,276,0,0,0,0,0,0,0,0
Lost Souls,2000,97,28000000,4.6,3423,0,0,0,0,0,0,0,0
"Lost Weekend, The",1945,101,1250000,8.1,2661,0,0,0,1,0,0,0,Drama
"Lost World: Jurassic Park, The",1997,129,73000000,5.5,28055,1,0,0,0,0,0,0,Action
Lost in Alaska,1952,80,672000,5.4,183,0,0,1,0,0,0,0,Comedy
Lost in Space,1998,130,80000000,4.7,15209,1,0,0,0,0,0,0,Action
Lost in Translation,2003,102,4000000,8,42450,0,0,1,1,0,0,0,Comedy
Lost/Found,2003,70,15000,8.4,15,0,0,0,1,0,0,0,Drama
"Lot Like Love, A",2005,107,30000000,4.6,786,0,0,1,1,0,1,0,Comedy
Louisiana Story,1948,78,258000,7.7,147,0,0,0,1,1,0,0,Drama
Love,2005,90,350000,7.8,12,0,0,0,1,0,0,0,Drama
Love & Basketball,2000,124,15000000,6.7,2093,0,0,0,1,0,1,0,Drama
Love Disease,2000,108,60000,8.6,46,0,0,1,0,0,1,0,Comedy
Love God,1997,82,22000,4,35,0,0,0,0,0,0,0,0
"Love Letter, The",1999,88,15000000,5.2,1258,0,0,1,1,0,0,0,Comedy
Love Letters,1984,98,550000,6.1,158,0,0,0,0,0,0,0,0
Love Liza,2002,90,1000000,6.6,1588,0,0,0,1,0,0,0,Drama
Love Me Tender,1956,89,1000000,5.6,442,0,0,0,0,0,0,0,0
Love Object,2003,88,1000000,6.3,427,0,0,1,0,0,0,0,Comedy
"Love Parade, The",1929,107,650000,7.1,96,0,0,1,0,0,1,0,Comedy
Love Stinks,1999,94,4000000,5.3,1311,0,0,1,0,0,0,0,Comedy
Love Story,1970,99,2200000,6.2,2844,0,0,0,1,0,1,0,Drama
Love and Death,1975,85,3000000,7.6,4193,0,0,1,0,0,0,0,Comedy
Love and Other Catastrophes,1996,78,250000,6.5,783,0,0,1,0,0,1,0,Comedy
Love in the Afternoon,1957,125,2100000,7.3,1125,0,0,1,1,0,1,0,Comedy
Love's Labour's Lost,2000,93,13000000,5.9,1254,0,0,1,0,0,1,0,Comedy
"Love, Ludlow",2005,97,75000,8.6,22,0,0,1,0,0,0,0,Comedy
Lovely & Amazing,2001,91,250000,6.9,1813,0,0,1,1,0,0,0,Comedy
Lover Girl,1997,87,1000000,5.3,102,0,0,1,1,0,0,0,Comedy
Lu mao zi,2004,100,500000,7.5,34,0,0,0,1,0,0,0,Drama
Lucky 13,2004,95,1200000,5.7,151,0,0,1,0,0,1,0,Comedy
Lucky Break,2001,108,6000000,6.3,707,0,0,1,0,0,0,0,Comedy
Lucky Lady,1975,118,13000000,4.6,231,0,0,1,1,0,0,0,Comedy
Lucky Numbers,2000,105,65000000,5,2396,0,0,1,0,0,0,0,Comedy
Luminarias,2000,100,1000000,2.7,381,0,0,1,0,0,1,0,Comedy
Lumpia,2003,80,1000,6,13,0,0,1,0,0,0,0,Comedy
Lunatics: A Love Story,1991,87,850000,5.4,135,0,0,1,1,0,1,0,Comedy
"Lunes al sol, Los",2002,113,4000000,7.8,1466,0,0,0,1,0,0,0,Drama
Lurking Fear,1994,76,1000000,4.2,124,0,0,0,0,0,0,0,0
"Luz prodigiosa, La",2003,108,2000000,7,44,0,0,0,1,0,0,0,Drama
M.D.C. - Maschera di cera,1997,98,3000000,5.2,272,0,0,0,0,0,0,0,0
MASH,1970,112,3500000,7.8,14829,0,0,1,1,0,0,0,Comedy
Macabre,1958,72,150000,5.5,58,0,0,0,0,0,0,0,0
Machuca,2004,121,1500000,8.4,449,0,0,0,1,0,0,0,Drama
Mackenna's Gold,1969,136,7000000,6.2,644,0,0,0,0,0,0,0,0
Macon County Line,1974,89,225000,6.2,124,1,0,0,1,0,0,0,Action
Mad City,1997,115,50000000,6,3965,0,0,0,1,0,0,0,Drama
Mad Dogs,2002,91,1400000,3.1,11,0,0,0,0,0,0,0,0
Mad Love,1935,68,257502,7.1,322,0,0,0,0,0,1,0,Romance
Mad Max,1979,93,350000,6.8,11542,1,0,0,0,0,0,0,Action
Madadayo,1993,134,11900000,7.4,554,0,0,0,1,0,0,0,Drama
Madam Satan,1930,115,980000,5.9,102,0,0,1,0,0,1,0,Comedy
Madchen's Uniform,2004,13,1000,7.8,10,0,0,1,0,0,0,1,Comedy
Made,2001,94,5000000,6.5,4487,0,0,1,1,0,0,0,Comedy
Made Incorrect,2002,18,25000,8.2,6,0,0,0,1,0,0,1,Drama
Made in U.S.A.,1966,90,50000,6.4,94,0,0,0,0,0,0,0,0
Madhouse,2004,91,3000000,5.4,389,0,0,0,0,0,0,0,0
Madness and Genius,2003,103,19000,6.4,20,0,0,0,1,0,0,0,Drama
Madonna: Truth or Dare,1991,114,4500000,5.5,2660,0,0,0,0,1,0,0,Documentary
"Magic Roundabout, The",2005,85,20000000,5.7,142,0,1,0,0,0,0,0,Animation
"Magic of Marciano, The",2000,100,4500000,6.7,73,0,0,0,1,0,0,0,Drama
"Magnetic Monster, The",1953,76,105000,5.3,117,0,0,0,0,0,0,0,0
"Magnificent Ambersons, The",1942,131,850000,8,3407,0,0,0,1,0,0,0,Drama
Magnolia,1999,188,37000000,8,45992,0,0,0,1,0,0,0,Drama
Maid in Manhattan,2002,105,55000000,4.6,12237,0,0,1,0,0,1,0,Comedy
"Mailman, The",2004,85,75000,7,6,0,0,0,0,0,0,0,0
"Majestic, The",2001,156,72000000,6.7,8649,0,0,0,1,0,1,0,Drama
Major Dundee,1965,152,3800000,6.4,468,0,0,0,0,0,0,0,0
Major League,1989,107,11000000,6.7,8078,0,0,1,0,0,0,0,Comedy
"Major and the Minor, The",1942,100,928000,7.5,598,0,0,1,0,0,1,0,Comedy
"Majorettes, The",1986,92,85000,2.7,52,0,0,0,0,0,0,0,0
Mala Noche,1985,78,25000,7.5,75,0,0,0,1,0,0,0,Drama
Mala nocna muzika,2002,95,200000,4.5,29,1,0,1,0,0,0,0,Action
Mala racha,2001,65,70000,8.5,6,0,0,1,1,0,0,0,Comedy
Malcolm X,1992,202,34000000,7.5,6873,0,0,0,1,0,0,0,Drama
Male Order,2001,23,10000,8.8,6,0,0,1,1,0,0,1,Comedy
Malibu Express,1985,105,500000,3.9,154,1,0,0,0,0,0,0,Action
Malibu's Most Wanted,2003,86,16000000,4.9,2099,0,0,1,0,0,0,0,Comedy
Mallrats,1995,94,6100000,7.1,22837,0,0,1,1,0,0,0,Comedy
"Maltese Falcon, The",1941,101,300000,8.4,19444,0,0,0,0,0,0,0,0
Mama,1999,100,3000000,6,66,0,0,0,1,0,0,0,Drama
Mamay,2003,80,200000,6.6,14,0,0,0,1,0,0,0,Drama
Mame,1974,132,12000000,4.8,524,0,0,0,0,0,0,0,0
Mammoth,2005,8,2000,8.5,6,0,0,1,1,0,0,1,Comedy
"Man Apart, A",2003,110,36000000,5.4,4231,1,0,0,1,0,0,0,Action
"Man Betrayed, A",1941,82,250000,4.7,52,0,0,0,1,0,0,0,Drama
"Man Called... Rainbo, A",1990,99,35000,5.4,53,0,0,1,0,0,0,0,Comedy
"Man From Planet X, The",1951,70,50000,5.6,219,0,0,0,0,0,0,0,0
"Man Who Knew Too Much, The",1956,120,2500000,7.4,5388,0,0,0,1,0,0,0,Drama
"Man Who Shot Liberty Valance, The",1962,123,3200000,8.2,7281,0,0,0,0,0,0,0,0
"Man Who Wasn't There, The",2001,118,20000000,7.7,17028,0,0,1,1,0,0,0,Comedy
"Man Who Would Be King, The",1975,129,8000000,7.9,8035,0,0,0,0,0,0,0,0
Man Woman Film,1999,95,35000,3.8,234,0,0,0,0,0,0,0,0
"Man for All Seasons, A",1966,120,3900000,8,4356,0,0,0,1,0,0,0,Drama
"Man from Elysian Fields, The",2001,106,6500000,6.8,1198,0,0,0,1,0,0,0,Drama
"Man from Hong Kong, The",1975,111,450000,4.8,83,1,0,0,1,0,0,0,Action
"Man in the Bath, The",2001,7,10000,6.7,24,0,0,0,0,0,0,0,0
"Man in the Iron Mask, The",1998,132,35000000,6,11127,1,0,0,1,0,0,0,Action
Man of Conquest,1939,105,1000000,6.8,26,0,0,0,0,0,0,0,0
Man of La Mancha,1972,132,12000000,5.6,544,0,0,1,1,0,1,0,Comedy
Man of the House,2005,97,40000000,5.2,511,1,0,1,0,0,0,0,Action
Man on Fire,2004,146,70000000,7.4,14358,1,0,0,1,0,0,0,Action
Man on the Moon,1999,118,52000000,7.3,19826,0,0,1,1,0,0,0,Comedy
Man to Man,2005,122,30000000,6,76,0,0,0,0,0,0,0,0
Man with a Plan,1996,89,100000,7.1,68,0,0,1,0,0,0,0,Comedy
"Man with the Golden Gun, The",1974,125,13000000,6.4,7425,1,0,0,1,0,0,0,Action
Man's Best Friend,1993,95,6000000,4.4,511,0,0,0,0,0,0,0,0
Man-Thing,2005,96,30000000,3.8,163,1,0,0,0,0,0,0,Action
Manhattan Baby,1982,89,300000,4,196,0,0,0,0,0,0,0,0
Manhattan Murder Mystery,1993,104,13500000,7.3,5044,0,0,1,0,0,0,0,Comedy
Manhunter,1986,124,15000000,7.2,7272,0,0,0,1,0,0,0,Drama
Maniac,1934,51,5000,3,177,0,0,0,0,0,0,0,0
Maniac,1980,85,350000,5.2,732,0,0,0,1,0,0,0,Drama
Maniac Cop,1988,85,1100000,5,709,1,0,0,0,0,0,0,Action
Maniac Cop 2,1990,90,4000000,4.4,360,1,0,0,0,0,0,0,Action
Manito,2002,79,24000,7.2,145,0,0,0,1,0,0,0,Drama
"Manitou, The",1978,104,3000000,3.7,216,0,0,0,0,0,0,0,0
Mannequin: On the Move,1991,95,13000000,2.9,1235,0,0,1,0,0,1,0,Comedy
Manners of Dying,2004,104,750000,7.4,16,0,0,0,1,0,0,0,Drama
Manny & Lo,1996,88,500000,6.9,395,0,0,0,1,0,0,0,Drama
Mantis in Lace,1968,68,35000,3.6,50,0,0,0,0,0,0,0,0
"Maquinista, El",2004,102,5000000,7.7,4322,0,0,0,1,0,0,0,Drama
March or Die,1977,104,9000000,5.7,325,0,0,0,1,0,1,0,Drama
Marci X,2003,80,20000000,2.8,741,0,0,1,0,0,0,0,Comedy
Marco Polo: Haperek Ha'aharon,1996,127,3300000,4.6,23,0,0,0,1,0,0,0,Drama
Maria Chapdelaine,1983,107,4600000,6.4,40,0,0,0,1,0,0,0,Drama
"Mariachi, El",1992,81,220000,7,6817,1,0,0,0,0,0,0,Action
Marie Antoinette,1938,160,2926000,7.1,255,0,0,0,1,0,1,0,Drama
Marilyn's Man,2004,92,825000,7.6,24,0,0,0,0,1,0,0,Documentary
Mark of Cain,1985,90,1000000,4.1,12,0,0,0,1,0,0,0,Drama
Mark of the Vampire,1935,60,305177,6.2,367,0,0,0,0,0,0,0,0
Marnie,1964,130,3000000,7.1,4373,0,0,0,1,0,0,0,Drama
Marooned,1969,134,8000000,5.1,583,0,0,0,1,0,0,0,Drama
"Marriage Circle, The",1924,92,212000,8,96,0,0,1,0,0,0,0,Comedy
Mars,1998,91,4500000,3.3,156,1,0,0,0,0,0,0,Action
Mars,2004,100,2000000,6.8,23,0,0,1,0,0,0,0,Comedy
Mars Attacks!,1996,106,70000000,6.1,27363,1,0,1,0,0,0,0,Action
Martin,1977,95,800000,6.9,847,0,0,0,1,0,0,0,Drama
